dbn,grade_7_enrollment,num_shsat_test_takers,offers_per_student,pct_test_takers,high_registrations,school_name,district,zip,community_school,economic_need_index,school_income_estimate,percent_ell,percent_asian,percent_black,percent_hispanic,percent_black__hispanic,percent_white,student_attendance_rate,percent_of_students_chronically_absent,rigorous_instruction_percent,rigorous_instruction_rating,collaborative_teachers_percent,collaborative_teachers_rating,supportive_environment_percent,supportive_environment_rating,effective_school_leadership_percent,effective_school_leadership_rating,strong_family_community_ties_percent,strong_family_community_ties_rating,trust_percent,trust_rating,student_achievement_rating,average_ela_proficiency,average_math_proficiency,grade_7_ela_all_students_tested,grade_7_ela_4s_all_students,grade_7_ela_4s_american_indian_or_alaska_native,grade_7_ela_4s_black_or_african_american,grade_7_ela_4s_hispanic_or_latino,grade_7_ela_4s_asian_or_pacific_islander,grade_7_ela_4s_white,grade_7_ela_4s_multiracial,grade_7_ela_4s_limited_english_proficient,grade_7_ela_4s_economically_disadvantaged,grade_7_math_all_students_tested,grade_7_math_4s_all_students,grade_7_math_4s_american_indian_or_alaska_native,grade_7_math_4s_black_or_african_american,grade_7_math_4s_hispanic_or_latino,grade_7_math_4s_asian_or_pacific_islander,grade_7_math_4s_white,grade_7_math_4s_multiracial,grade_7_math_4s_limited_english_proficient,grade_7_math_4s_economically_disadvantaged,number_of_students_english,number_of_students_math,number_of_students_science,number_of_students_social_studies,number_of_classes_english,number_of_classes_math,number_of_classes_science,number_of_classes_social_studies,average_class_size_english,average_class_size_math,average_class_size_science,average_class_size_social_studies,school_pupil_teacher_ratio
09X328,80,21,0,28,0,NEW MILLENNIUM BUSINESS ACADEMY MIDDLE SCHOOL,9,10456,1,0.938,,25,1,33,65,98,0,90.0,38.0,90.0,2.0,93.0,3.0,84.0,2.0,82.0,3.0,80.0,3.0,89.0,3.0,2.0,2.1,2.0,56,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0,0,0,276.0,307.0,200.0,200.0,12.0,11.0,9.0,8.0,23.0,27.90909090909091,22.222222222222218,25.0,12.7
13K351,53,21,0,47,1,THE URBAN ASSEMBLY UNISON SCHOOL,13,11238,0,0.78,,16,15,68,14,82,3,90.0,37.0,75.0,1.0,88.0,3.0,68.0,2.0,89.0,4.0,86.0,4.0,87.0,3.0,2.0,2.21,2.07,43,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,151.0,152.0,150.0,157.0,7.0,7.0,7.0,7.0,21.571428571428577,21.714285714285715,21.428571428571427,22.428571428571423,9.3
15K464,64,21,0,10,0,PARK SLOPE COLLEGIATE,15,11215,0,0.652,,9,7,39,36,75,14,94.0,20.0,91.0,4.0,93.0,4.0,83.0,3.0,92.0,4.0,79.0,3.0,92.0,4.0,3.0,2.38,2.5,36,7,0,0,0,0,7,0,0,0,37,1,0,0,0,0,1,0,0,0,203.0,192.0,192.0,192.0,9.0,8.0,8.0,8.0,22.555555555555557,24.0,24.0,24.0,12.599999999999996
19K364,126,21,0,19,0,I.S. 364 GATEWAY,19,11239,0,0.669,,2,2,69,26,94,3,92.0,30.0,81.0,3.0,85.0,3.0,82.0,2.0,80.0,3.0,77.0,2.0,87.0,2.0,3.0,2.49,2.3,103,4,0,2,0,0,0,0,0,4,103,4,0,2,0,0,0,0,0,3,353.0,363.0,324.0,324.0,15.0,15.0,13.0,13.0,23.53333333333333,24.2,24.923076923076927,24.923076923076927,15.099999999999998
28Q167,127,21,0,8,0,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,28,11374,0,0.397,,2,17,18,39,57,20,96.0,7.0,87.0,3.0,96.0,4.0,85.0,4.0,93.0,4.0,80.0,3.0,93.0,3.0,3.0,2.77,2.66,99,11,0,2,2,3,3,0,0,5,97,2,0,1,1,0,0,0,0,2,380.0,380.0,380.0,380.0,15.0,15.0,15.0,15.0,25.33333333333333,25.33333333333333,25.33333333333333,25.33333333333333,12.099999999999996
28Q284,96,21,0,11,0,YORK EARLY COLLEGE ACADEMY,28,11433,0,0.428,,1,29,51,10,61,1,96.0,7.0,90.0,3.0,91.0,3.0,88.0,4.0,83.0,3.0,78.0,3.0,91.0,3.0,3.0,2.92,3.13,91,15,2,6,4,2,0,0,0,10,91,12,2,2,3,5,0,0,0,8,92.0,272.0,272.0,92.0,3.0,9.0,9.0,3.0,30.66666666666667,30.222222222222218,30.222222222222218,30.66666666666667,19.6
28Q287,138,21,0,17,0,THE EMERSON SCHOOL,28,11433,0,0.7040000000000001,,7,11,58,20,79,2,93.0,26.0,76.0,2.0,90.0,3.0,78.0,3.0,84.0,3.0,79.0,3.0,89.0,3.0,2.0,2.22,2.3,121,2,0,2,0,0,0,0,0,1,124,0,0,0,0,0,0,0,0,0,365.0,365.0,365.0,365.0,15.0,15.0,15.0,15.0,24.33333333333333,24.33333333333333,24.33333333333333,24.33333333333333,13.300000000000002
29Q289,60,21,0,24,0,QUEENS UNITED MIDDLE SCHOOL,29,11413,0,0.3670000000000001,,2,1,86,5,91,1,95.0,13.0,75.0,3.0,86.0,3.0,85.0,3.0,84.0,3.0,84.0,3.0,91.0,3.0,1.0,2.34,2.18,66,3,0,2,0,0,0,0,0,2,65,3,0,3,0,0,0,0,0,2,9.0,304.0,304.0,9.0,1.0,12.0,13.0,1.0,9.0,25.33333333333333,23.384615384615387,9.0,13.099999999999998
03M180,51,22,0,37,0,P.S. 180 HUGO NEWMAN,3,10027,0,0.69,51468.6,5,1,57,30,87,8,94.0,19.0,86.0,3.0,86.0,4.0,86.0,3.0,85.0,3.0,90.0,4.0,90.0,3.0,2.0,2.48,2.44,52,3,0,3,0,0,0,0,0,1,53,6,0,4,0,0,0,0,0,4,336.0,191.0,225.0,168.0,12.0,7.0,8.0,6.0,28.0,27.285714285714285,28.125,28.0,12.2
06M322,115,22,0,18,0,MIDDLE SCHOOL 322,6,10040,0,0.861,,51,0,3,95,98,1,93.0,23.0,80.0,3.0,83.0,3.0,86.0,3.0,73.0,2.0,90.0,4.0,89.0,3.0,3.0,2.13,2.22,90,2,0,0,0,0,0,0,0,2,96,2,0,0,0,0,0,0,0,2,353.0,389.0,315.0,315.0,18.0,20.0,15.0,15.0,19.61111111111111,19.45,21.0,21.0,10.2
08X131,152,22,0,13,0,J.H.S. 131 ALBERT EINSTEIN,8,10473,0,0.812,,8,3,35,60,96,1,91.0,34.0,79.0,2.0,90.0,4.0,78.0,2.0,84.0,3.0,74.0,2.0,87.0,2.0,3.0,2.24,2.07,140,1,0,0,1,0,0,0,0,1,142,0,0,0,0,0,0,0,0,0,464.0,464.0,464.0,464.0,21.0,21.0,21.0,21.0,22.095238095238095,22.095238095238095,22.095238095238095,22.095238095238095,12.3
13K527,57,22,0,18,0,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN,13,11201,0,0.695,,5,5,71,14,86,8,91.0,28.0,84.0,4.0,89.0,4.0,82.0,3.0,86.0,3.0,73.0,2.0,88.0,3.0,2.0,2.36,2.19,50,4,0,4,0,0,0,0,0,2,50,1,0,1,0,0,0,0,0,1,277.0,169.0,169.0,169.0,11.0,7.0,7.0,7.0,25.181818181818183,24.142857142857146,24.142857142857146,24.142857142857146,13.099999999999996
31R080,98,22,0,10,0,THE MICHAEL J. PETRIDES SCHOOL,31,10301,0,0.366,67750.03,1,8,20,22,42,48,95.0,10.0,93.0,4.0,92.0,4.0,87.0,3.0,90.0,3.0,80.0,2.0,92.0,3.0,3.0,2.83,2.88,90,12,0,0,2,1,9,0,0,4,89,12,0,0,1,3,8,0,0,5,290.0,289.0,290.0,289.0,10.0,10.0,10.0,10.0,29.0,28.9,29.0,28.9,16.199999999999996
32K554,61,22,0,17,0,ALL CITY LEADERSHIP SECONDARY SCHOOL,32,11237,0,0.667,,2,6,11,77,89,5,97.0,8.0,92.0,4.0,99.0,4.0,96.0,4.0,92.0,4.0,83.0,3.0,98.0,4.0,3.0,3.28,3.47,60,22,0,2,18,0,0,0,0,20,60,19,0,2,15,0,0,0,0,17,330.0,180.0,180.0,180.0,13.0,6.0,6.0,6.0,25.384615384615387,30.0,30.0,30.0,23.9
11X287,196,23,0,12,0,NORTH BRONX SCHOOL OF EMPOWERMENT,11,10467,0,0.737,,8,3,58,33,92,1,89.0,39.0,86.0,2.0,84.0,3.0,78.0,2.0,84.0,3.0,73.0,2.0,88.0,3.0,2.0,2.15,1.97,72,0,0,0,0,0,0,0,0,0,72,1,0,0,1,0,0,0,0,1,496.0,261.0,261.0,261.0,43.0,11.0,11.0,11.0,11.534883720930234,23.72727272727273,23.72727272727273,23.72727272727273,16.0
17K138,73,23,0,28,0,P.S. 138 BROOKLYN,17,11216,0,0.7759999999999999,42632.0,6,1,85,9,94,4,91.0,31.0,99.0,4.0,100.0,4.0,92.0,3.0,99.0,4.0,92.0,4.0,96.0,4.0,3.0,2.47,2.54,85,2,0,2,0,0,0,0,0,2,85,7,0,7,0,0,0,0,0,4,239.0,239.0,278.0,239.0,10.0,10.0,12.0,10.0,23.9,23.9,23.16666666666667,23.9,12.5
19K218,146,23,0,16,0,J.H.S. 218 JAMES P. SINNOTT,19,11208,0,0.857,,22,20,36,43,79,1,89.0,41.0,87.0,2.0,85.0,2.0,82.0,2.0,80.0,3.0,79.0,3.0,89.0,3.0,3.0,2.16,2.14,123,4,0,0,1,0,0,0,0,2,127,11,0,0,1,0,0,0,1,7,776.0,417.0,424.0,387.0,35.0,19.0,19.0,18.0,22.17142857142857,21.947368421052627,22.315789473684212,21.5,14.599999999999996
25Q252,92,23,0,13,0,"QUEENS SCHOOL OF INQUIRY, THE",25,11366,0,0.443,,2,40,17,23,40,18,96.0,9.0,81.0,3.0,87.0,2.0,85.0,3.0,82.0,3.0,73.0,2.0,89.0,3.0,2.0,2.8,2.8,75,5,0,0,0,2,0,0,0,1,74,3,0,0,0,2,0,0,0,2,250.0,250.0,250.0,250.0,10.0,10.0,10.0,10.0,25.0,25.0,25.0,25.0,13.199999999999998
26Q178,59,23,0,38,0,P.S./ IS 178 HOLLISWOOD,26,11423,0,0.215,92649.61,4,14,7,10,17,66,96.0,6.0,93.0,4.0,93.0,4.0,86.0,3.0,84.0,3.0,85.0,3.0,90.0,3.0,3.0,2.86,3.28,54,11,0,0,2,7,2,0,0,4,54,23,0,1,3,10,9,0,0,5,166.0,166.0,166.0,166.0,6.0,6.0,6.0,6.0,27.66666666666667,27.66666666666667,27.66666666666667,27.66666666666667,16.099999999999998
09X022,158,24,0,16,0,J.H.S. 022 JORDAN L. MOTT,9,10456,1,0.877,,37,1,25,72,98,1,90.0,34.0,85.0,2.0,82.0,3.0,82.0,2.0,76.0,2.0,77.0,2.0,88.0,3.0,2.0,2.05,1.91,119,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,0,0,0,704.0,425.0,408.0,408.0,30.0,19.0,18.0,17.0,23.466666666666665,22.36842105263158,22.66666666666667,24.0,8.299999999999999
10X390,188,24,0,14,0,M.S. 390,10,10453,0,0.911,,26,1,13,85,98,1,93.0,24.0,84.0,3.0,84.0,2.0,82.0,3.0,80.0,3.0,77.0,3.0,86.0,2.0,2.0,2.15,2.13,133,2,0,0,2,0,0,0,0,2,137,0,0,0,0,0,0,0,0,0,754.0,683.0,506.0,506.0,29.0,26.0,19.0,19.0,26.0,26.26923076923077,26.63157894736842,26.63157894736842,14.5
11X019,58,24,0,52,1,P.S. 019 JUDITH K. WEISS,11,10470,0,0.35,62840.53,8,4,8,28,36,59,95.0,9.0,96.0,3.0,96.0,4.0,89.0,3.0,94.0,4.0,83.0,3.0,95.0,4.0,2.0,2.81,2.98,58,13,0,0,0,0,9,0,0,5,59,19,0,0,2,0,12,0,0,9,256.0,184.0,165.0,165.0,9.0,7.0,6.0,6.0,28.444444444444446,26.285714285714285,27.5,27.5,15.7
11X355,101,24,0,18,0,BRONX ALLIANCE MIDDLE SCHOOL,11,10466,0,0.7290000000000001,,7,5,61,31,92,2,93.0,26.0,84.0,2.0,89.0,2.0,82.0,2.0,82.0,3.0,84.0,3.0,92.0,4.0,2.0,2.08,2.08,104,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,645.0,345.0,324.0,324.0,29.0,15.0,14.0,14.0,22.24137931034483,23.0,23.142857142857146,23.142857142857146,10.599999999999998
11X462,87,24,0,25,0,CORNERSTONE ACADEMY FOR SOCIAL ACTION MIDDLE SCHOOL (CASA),11,10475,0,0.631,,3,0,67,29,97,2,93.0,22.0,91.0,3.0,84.0,3.0,86.0,3.0,79.0,3.0,78.0,2.0,90.0,3.0,3.0,2.49,2.53,72,7,0,5,0,0,0,0,0,7,69,6,0,5,0,0,0,0,0,6,27.0,266.0,266.0,,1.0,9.0,9.0,,27.0,29.555555555555557,29.555555555555557,,15.9
17K246,138,24,0,16,0,M.S. 246 WALT WHITMAN,17,11226,0,0.708,,21,1,75,21,96,2,91.0,32.0,84.0,2.0,78.0,2.0,80.0,2.0,73.0,2.0,79.0,3.0,84.0,2.0,3.0,2.24,2.03,118,1,0,1,0,0,0,0,0,0,125,1,0,1,0,0,0,0,0,0,744.0,769.0,434.0,434.0,35.0,36.0,20.0,20.0,21.257142857142856,21.36111111111111,21.7,21.7,12.400000000000004
19K661,149,24,0,19,0,VISTA ACADEMY,19,11208,0,0.812,,11,4,27,66,93,2,93.0,24.0,74.0,2.0,73.0,2.0,89.0,4.0,74.0,2.0,77.0,2.0,79.0,3.0,3.0,2.22,2.45,111,11,0,1,10,0,0,0,0,10,111,6,0,0,3,2,0,0,0,6,268.0,381.0,381.0,113.0,11.0,16.0,16.0,5.0,24.363636363636363,23.8125,23.8125,22.6,15.900000000000004
20K609,78,24,0,14,0,URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE,20,11204,0,0.71,,10,47,21,19,40,12,94.0,21.0,87.0,3.0,89.0,3.0,88.0,3.0,85.0,3.0,73.0,2.0,90.0,3.0,3.0,2.66,2.58,66,9,0,2,1,5,1,0,0,7,69,10,0,1,1,7,1,0,0,8,411.0,216.0,310.0,216.0,17.0,9.0,13.0,9.0,24.176470588235286,24.0,23.84615384615385,24.0,12.900000000000004
28Q310,79,24,0,12,0,QUEENS COLLEGIATE: A COLLEGE BOARD SCHOOL,28,11432,0,0.5489999999999999,,9,27,51,15,66,3,95.0,13.0,86.0,3.0,83.0,2.0,83.0,3.0,72.0,2.0,72.0,2.0,84.0,2.0,3.0,2.47,2.53,81,4,0,3,0,1,0,0,0,4,81,7,0,3,1,3,0,0,0,7,257.0,259.0,255.0,255.0,11.0,11.0,11.0,11.0,23.363636363636363,23.54545454545455,23.181818181818183,23.181818181818183,13.900000000000004
32K045,70,24,0,38,0,P.S./I.S. 045 HORACE E. GREENE,32,11207,0,0.8240000000000001,37020.6,14,2,48,47,95,1,90.0,37.0,90.0,2.0,89.0,3.0,95.0,3.0,78.0,3.0,85.0,3.0,94.0,4.0,3.0,2.4,2.49,68,2,0,2,0,0,0,0,0,1,70,2,0,1,0,0,0,0,0,1,229.0,216.0,216.0,216.0,11.0,10.0,10.0,10.0,20.818181818181817,21.6,21.6,21.6,14.6
09X215,105,25,0,32,0,KAPPA,9,10456,0,0.8390000000000001,,15,6,45,48,93,0,95.0,12.0,88.0,3.0,86.0,3.0,84.0,3.0,77.0,2.0,75.0,2.0,88.0,3.0,3.0,2.48,2.67,62,4,0,0,2,0,0,0,0,2,62,7,0,0,4,0,0,0,0,3,307.0,497.0,440.0,254.0,15.0,22.0,18.0,12.0,20.466666666666665,22.59090909090909,24.444444444444446,21.166666666666668,13.199999999999996
11X089,174,25,0,15,0,P.S. 089 BRONX,11,10469,0,0.737,42125.55,21,7,22,54,76,17,93.0,22.0,88.0,3.0,85.0,3.0,82.0,3.0,82.0,3.0,78.0,2.0,87.0,2.0,3.0,2.3,2.29,169,7,0,3,3,1,0,0,0,5,159,6,0,1,2,2,1,0,0,4,505.0,505.0,505.0,505.0,20.0,18.0,19.0,18.0,25.25,28.055555555555557,26.578947368421048,28.055555555555557,16.699999999999996
15K442,70,25,0,31,0,M.S. 442 CARROLL GARDENS SCHOOL FOR INNOVATION,15,11231,0,0.684,,7,6,26,47,73,19,92.0,27.0,84.0,4.0,90.0,4.0,85.0,3.0,83.0,3.0,82.0,3.0,92.0,3.0,4.0,2.36,2.3,53,5,0,2,2,0,0,0,0,3,55,6,0,1,3,0,0,0,0,4,393.0,535.0,226.0,147.0,19.0,25.0,10.0,6.0,20.684210526315788,21.4,22.6,24.5,7.399999999999999
27Q297,122,25,0,20,0,HAWTREE CREEK MIDDLE SCHOOL,27,11420,0,0.495,,4,24,45,21,66,2,95.0,11.0,90.0,4.0,95.0,4.0,95.0,4.0,91.0,4.0,85.0,4.0,97.0,4.0,3.0,2.48,2.46,150,13,0,3,2,5,0,0,0,11,150,5,0,1,0,3,0,0,0,4,392.0,391.0,391.0,392.0,17.0,16.0,15.0,16.0,23.058823529411764,24.4375,26.066666666666666,24.5,15.199999999999998
13K492,63,26,0,44,1,ACADEMY OF ARTS AND LETTERS,13,11205,0,0.363,63016.09,1,7,39,17,57,31,95.0,10.0,94.0,4.0,96.0,4.0,90.0,4.0,92.0,4.0,91.0,4.0,93.0,4.0,3.0,2.82,2.83,58,18,0,4,3,0,0,0,0,4,57,12,0,5,0,0,0,0,0,5,196.0,188.0,188.0,188.0,7.0,6.0,6.0,6.0,28.0,31.33333333333333,31.33333333333333,31.33333333333333,15.8
24Q113,109,26,0,19,0,P.S./I.S. 113 ANTHONY J. PRANZO,24,11385,0,0.263,67491.07,4,5,1,40,41,52,96.0,9.0,94.0,3.0,93.0,3.0,92.0,4.0,87.0,3.0,80.0,2.0,92.0,3.0,3.0,2.89,3.13,116,18,0,0,4,0,11,0,0,10,116,21,0,0,5,0,13,0,0,8,353.0,353.0,353.0,353.0,13.0,13.0,13.0,13.0,27.153846153846153,27.153846153846153,27.153846153846153,27.153846153846153,17.199999999999996
06M319,120,27,0,18,0,M.S. 319 - MARIA TERESA,6,10032,0,0.838,,31,0,5,93,98,1,94.0,18.0,94.0,4.0,92.0,4.0,92.0,4.0,88.0,3.0,88.0,4.0,93.0,3.0,3.0,2.22,2.29,165,7,0,0,7,0,0,0,0,5,165,2,0,0,2,0,0,0,0,1,468.0,468.0,687.0,468.0,20.0,18.0,27.0,18.0,23.4,26.0,25.444444444444446,26.0,12.599999999999996
09X339,156,27,0,15,0,I.S. 339,9,10457,1,0.913,,28,1,28,70,98,1,91.0,31.0,82.0,2.0,75.0,2.0,77.0,2.0,66.0,1.0,77.0,2.0,77.0,1.0,2.0,2.05,2.04,154,0,0,0,0,0,0,0,0,0,162,0,0,0,0,0,0,0,0,0,529.0,466.0,471.0,466.0,32.0,29.0,29.0,29.0,16.53125,16.06896551724138,16.24137931034483,16.06896551724138,7.700000000000002
10X015,58,27,0,48,1,P.S. X015 INSTITUTE FOR ENVIRONMENTAL LEARNING,10,10453,0,0.852,28779.66,7,1,13,85,98,0,95.0,16.0,86.0,2.0,86.0,3.0,85.0,3.0,79.0,3.0,84.0,3.0,91.0,3.0,4.0,2.57,2.84,62,9,0,0,9,0,0,0,0,5,62,5,0,0,5,0,0,0,0,2,186.0,190.0,190.0,190.0,8.0,8.0,8.0,8.0,23.25,23.75,23.75,23.75,15.8
10X368,170,27,0,7,0,IN-TECH ACADEMY (M.S. / HIGH SCHOOL 368),10,10463,0,0.7490000000000001,,15,4,10,82,91,4,94.0,22.0,77.0,2.0,73.0,2.0,81.0,3.0,64.0,1.0,71.0,2.0,84.0,2.0,3.0,2.37,2.28,157,13,1,1,6,4,1,0,0,9,164,6,0,0,3,3,0,0,0,4,507.0,458.0,458.0,458.0,22.0,19.0,19.0,19.0,23.04545454545455,24.105263157894736,24.105263157894736,24.105263157894736,15.0
16K035,97,27,0,34,0,M.S. 035 STEPHEN DECATUR,16,11233,0,0.7509999999999999,,1,1,85,14,98,0,92.0,28.0,97.0,4.0,97.0,3.0,93.0,4.0,92.0,4.0,94.0,4.0,96.0,4.0,4.0,2.41,2.39,50,1,0,1,0,0,0,0,0,1,50,0,0,0,0,0,0,0,0,0,178.0,210.0,178.0,178.0,8.0,8.0,8.0,8.0,22.25,26.25,22.25,22.25,12.0
28Q332,111,27,0,25,0,REDWOOD MIDDLE SCHOOL,28,11434,0,0.578,,2,9,77,8,85,1,94.0,19.0,91.0,,99.0,,91.0,,98.0,,85.0,,98.0,,,2.37,2.44,93,5,0,4,0,1,0,0,0,3,93,5,0,2,0,2,0,0,0,4,325.0,325.0,325.0,325.0,15.0,15.0,15.0,15.0,21.66666666666667,21.66666666666667,21.66666666666667,21.66666666666667,13.099999999999996
29Q268,62,27,0,44,1,P.S./I.S. 268,29,11433,0,0.65,47432.34,8,27,34,27,61,2,94.0,16.0,91.0,3.0,83.0,3.0,88.0,3.0,73.0,2.0,78.0,2.0,82.0,2.0,3.0,2.69,2.71,68,3,0,3,0,0,0,0,0,1,67,2,0,1,0,1,0,0,0,1,215.0,188.0,187.0,188.0,10.0,9.0,9.0,9.0,21.5,20.88888888888889,20.777777777777782,20.88888888888889,13.5
29Q295,58,27,0,43,1,P.S./I.S. 295,29,11428,0,0.419,67828.27,11,38,25,28,53,5,96.0,7.0,95.0,3.0,85.0,3.0,87.0,3.0,69.0,1.0,81.0,2.0,82.0,2.0,3.0,2.82,2.85,57,16,0,2,4,10,0,0,0,11,50,15,0,2,2,11,0,0,0,8,190.0,197.0,200.0,186.0,8.0,9.0,9.0,8.0,23.75,21.88888888888889,22.222222222222218,23.25,13.800000000000004
12X214,163,28,0,19,0,P.S. 214,12,10460,0,0.867,26979.39,10,2,25,70,95,1,91.0,33.0,85.0,3.0,89.0,4.0,82.0,3.0,86.0,3.0,78.0,2.0,90.0,3.0,3.0,2.24,2.36,129,4,0,0,2,0,0,0,0,4,131,15,0,2,10,0,0,0,0,11,525.0,459.0,459.0,459.0,22.0,19.0,16.0,14.0,23.863636363636363,24.157894736842106,28.6875,32.785714285714285,13.699999999999998
17K181,77,28,0,34,0,P.S. 181 BROOKLYN,17,11203,0,0.721,43642.71,9,0,86,10,95,2,92.0,26.0,80.0,2.0,81.0,3.0,81.0,2.0,79.0,3.0,81.0,2.0,87.0,3.0,2.0,2.27,2.17,77,2,0,1,0,0,0,0,0,1,78,1,0,0,1,0,0,0,0,1,259.0,258.0,260.0,259.0,9.0,10.0,10.0,9.0,28.777777777777782,25.8,26.0,28.777777777777782,14.0
29Q208,92,28,0,27,0,P.S./I.S. 208,26,11426,0,0.302,73222.68,1,9,75,13,87,1,96.0,6.0,94.0,4.0,93.0,4.0,88.0,3.0,84.0,3.0,83.0,2.0,91.0,3.0,3.0,2.86,2.92,80,9,0,5,4,0,0,0,0,3,80,15,0,10,3,0,0,0,0,7,283.0,283.0,283.0,283.0,10.0,10.0,10.0,10.0,28.3,28.3,28.3,28.3,15.0
30Q127,153,28,0,19,0,P.S. 127 AEROSPACE SCIENCE MAGNET SCHOOL,30,11369,0,0.669,53206.46,31,12,13,74,86,2,94.0,20.0,88.0,2.0,72.0,2.0,87.0,3.0,52.0,1.0,76.0,1.0,77.0,2.0,3.0,2.35,2.42,115,13,0,0,11,0,0,0,0,12,115,5,0,0,5,0,0,0,0,3,597.0,414.0,409.0,414.0,26.0,16.0,15.0,17.0,22.961538461538463,25.875,27.266666666666666,24.35294117647059,14.300000000000002
30Q204,167,28,0,18,0,I.S. 204 OLIVER W. HOLMES,30,11106,0,0.745,,15,23,18,53,71,6,93.0,21.0,79.0,3.0,76.0,3.0,83.0,3.0,68.0,1.0,76.0,2.0,80.0,2.0,4.0,2.52,2.66,154,3,0,0,1,2,0,0,0,0,154,12,0,0,4,8,0,0,1,0,475.0,486.0,486.0,475.0,23.0,24.0,24.0,23.0,20.65217391304348,20.25,20.25,20.65217391304348,11.8
08X562,120,29,0,30,0,BLUEPRINT MIDDLE SCHOOL,8,10472,0,0.7959999999999999,,15,23,18,56,74,1,92.0,29.0,93.0,3.0,95.0,3.0,80.0,2.0,93.0,4.0,79.0,3.0,91.0,3.0,2.0,2.23,2.17,102,2,0,0,0,1,0,0,0,1,101,4,0,0,0,4,0,0,0,4,49.0,331.0,383.0,,2.0,14.0,16.0,,24.5,23.642857142857146,23.9375,,13.3
09X323,159,29,0,18,0,BRONX WRITING ACADEMY,9,10456,0,0.892,,27,3,30,66,95,1,87.0,45.0,81.0,3.0,78.0,3.0,81.0,3.0,70.0,2.0,78.0,2.0,87.0,3.0,3.0,2.21,2.17,122,2,0,1,1,0,0,0,0,2,128,2,0,0,1,0,0,0,0,2,595.0,495.0,447.0,447.0,27.0,23.0,21.0,21.0,22.037037037037038,21.52173913043478,21.285714285714285,21.285714285714285,11.099999999999996
10X447,167,29,0,18,0,CRESTON ACADEMY,10,10453,0,0.898,,31,3,12,84,96,1,92.0,26.0,91.0,3.0,93.0,4.0,86.0,3.0,90.0,4.0,87.0,4.0,93.0,4.0,4.0,2.3,2.33,155,9,0,1,7,1,0,0,0,8,162,9,0,0,9,0,0,0,0,8,551.0,489.0,469.0,469.0,18.0,16.0,15.0,15.0,30.61111111111111,30.5625,31.266666666666666,31.266666666666666,11.400000000000002
11X370,131,29,0,22,0,LEADERS OF TOMORROW,11,10467,1,0.7709999999999999,,19,4,50,40,90,3,88.0,46.0,93.0,3.0,88.0,3.0,81.0,2.0,88.0,3.0,77.0,2.0,91.0,3.0,2.0,2.13,2.06,64,2,0,2,0,0,0,0,0,2,67,0,0,0,0,0,0,0,0,0,918.0,807.0,388.0,388.0,52.0,48.0,17.0,17.0,17.653846153846153,16.8125,22.823529411764714,22.823529411764714,9.099999999999998
12X129,179,29,0,17,0,M.S. 129 ACADEMY FOR INDEPENDENT LEARNING AND LEADERSHIP,12,10460,0,0.91,,14,2,32,63,95,1,92.0,28.0,89.0,3.0,92.0,3.0,86.0,3.0,88.0,4.0,83.0,3.0,94.0,4.0,4.0,2.26,2.25,172,6,0,0,4,0,0,0,0,6,176,11,0,2,6,0,0,0,0,11,558.0,568.0,532.0,531.0,24.0,24.0,19.0,21.0,23.25,23.66666666666667,28.0,25.285714285714285,14.5
30Q286,81,29,0,17,0,"YOUNG WOMEN'S LEADERSHIP SCHOOL, ASTORIA",30,11105,0,0.561,,3,34,6,43,49,16,97.0,6.0,90.0,3.0,95.0,3.0,91.0,4.0,78.0,3.0,74.0,2.0,87.0,3.0,3.0,2.88,2.88,79,20,0,0,9,7,2,0,0,13,78,11,0,0,2,7,1,0,0,6,325.0,238.0,297.0,283.0,14.0,9.0,11.0,13.0,23.214285714285715,26.444444444444446,27.0,21.76923076923077,15.599999999999996
08X367,102,30,0,14,0,"ARCHIMEDES ACADEMY FOR MATH, SCIENCE AND TECHNOLOGY APPLICATIONS",8,10473,0,0.723,,7,8,32,58,90,1,93.0,24.0,81.0,3.0,78.0,2.0,80.0,3.0,66.0,1.0,71.0,2.0,83.0,2.0,3.0,2.46,2.39,78,6,0,3,0,0,0,0,0,5,79,3,0,2,0,0,0,0,0,2,298.0,273.0,282.0,271.0,15.0,14.0,13.0,13.0,19.866666666666667,19.5,21.69230769230769,20.846153846153847,13.800000000000002
09X568,81,30,0,18,0,YOUNG WOMEN'S LEADERSHIP SCHOOL OF THE BRONX,9,10453,0,0.816,,5,2,39,58,97,1,94.0,17.0,94.0,4.0,98.0,4.0,86.0,3.0,98.0,4.0,84.0,3.0,94.0,4.0,4.0,2.68,2.8,66,7,0,0,5,0,0,0,0,5,66,3,0,0,2,0,0,0,0,3,194.0,199.0,247.0,247.0,14.0,5.0,19.0,30.0,13.857142857142858,39.8,13.0,8.233333333333333,14.099999999999998
